user_id,item_id,rating,movie_name
624,307,3,"Devil's Advocate, The (1997)"
882,191,5,Amadeus (1984)
266,283,3,Emma (1996)
892,178,5,12 Angry Men (1957)
434,288,5,Scream (1996)
345,660,5,Fried Green Tomatoes (1991)
390,515,4,"Boot, Das (1981)"
380,228,3,Star Trek: The Wrath of Khan (1982)
561,701,3,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)"
546,346,5,Jackie Brown (1997)
474,25,5,"Birdcage, The (1996)"
599,471,4,Courage Under Fire (1996)
789,284,3,Tin Cup (1996)
92,193,4,"Right Stuff, The (1983)"
271,624,2,"Three Caballeros, The (1945)"
846,492,3,East of Eden (1955)
217,597,4,Eraser (1996)
659,4,3,Get Shorty (1995)
45,823,4,Mulholland Falls (1996)
908,147,2,"Long Kiss Goodnight, The (1996)"
334,71,3,"Lion King, The (1994)"
211,526,4,Ben-Hur (1959)
276,732,4,Dave (1993)
286,881,5,Money Talks (1997)
603,385,4,True Lies (1994)
387,194,3,"Sting, The (1973)"
347,50,5,Star Wars (1977)
250,1426,5,Grace of My Heart (1996)
621,17,4,From Dusk Till Dawn (1996)
488,180,2,Apocalypse Now (1979)
769,222,4,Star Trek: First Contact (1996)
186,988,4,"Beautician and the Beast, The (1997)"
508,195,3,"Terminator, The (1984)"
933,388,1,Beverly Hills Cop III (1994)
64,746,5,Real Genius (1985)
829,582,4,"Piano, The (1993)"
283,432,5,Fantasia (1940)
454,509,2,My Left Foot (1989)
229,286,4,"English Patient, The (1996)"
393,751,2,Tomorrow Never Dies (1997)
711,421,4,William Shakespeare's Romeo and Juliet (1996)
347,203,5,Unforgiven (1992)
393,1048,3,She's the One (1996)
219,215,5,Field of Dreams (1989)
816,342,4,"Man Who Knew Too Little, The (1997)"
550,288,5,Scream (1996)
497,98,4,"Silence of the Lambs, The (1991)"
328,1518,3,Losing Isaiah (1995)
184,387,4,"Age of Innocence, The (1993)"
934,584,4,"Secret Garden, The (1993)"
610,419,5,Mary Poppins (1964)
747,606,5,All About Eve (1950)
56,755,3,Jumanji (1995)
316,357,4,One Flew Over the Cuckoo's Nest (1975)
23,228,4,Star Trek: The Wrath of Khan (1982)
380,751,3,Tomorrow Never Dies (1997)
59,216,4,When Harry Met Sally... (1989)
305,357,5,One Flew Over the Cuckoo's Nest (1975)
848,504,3,Bonnie and Clyde (1967)
125,168,5,Monty Python and the Holy Grail (1974)
907,1054,3,Mr. Wrong (1996)
437,432,3,Fantasia (1940)
287,710,4,Better Off Dead... (1985)
274,243,2,Jungle2Jungle (1997)
747,285,5,Secrets & Lies (1996)
823,239,4,Sneakers (1992)
639,274,1,Sabrina (1995)
880,1188,2,Young Guns II (1990)
790,79,4,"Fugitive, The (1993)"
223,282,4,"Time to Kill, A (1996)"
87,515,4,"Boot, Das (1981)"
222,44,3,Dolores Claiborne (1994)
717,147,4,"Long Kiss Goodnight, The (1996)"
279,50,3,Star Wars (1977)
314,433,3,Heathers (1989)
391,661,5,High Noon (1952)
315,31,3,Crimson Tide (1995)
883,529,5,My Life as a Dog (Mitt liv som hund) (1985)
667,315,4,Apt Pupil (1998)
72,23,4,Taxi Driver (1976)
727,28,5,Apollo 13 (1995)
796,815,4,One Fine Day (1996)
848,238,4,Raising Arizona (1987)
163,234,3,Jaws (1975)
277,925,4,Unforgettable (1996)
917,3,1,Four Rooms (1995)
59,168,5,Monty Python and the Holy Grail (1974)
159,117,5,"Rock, The (1996)"
378,517,3,Manhattan (1979)
60,1125,4,"Innocents, The (1961)"
264,179,5,"Clockwork Orange, A (1971)"
217,7,4,Twelve Monkeys (1995)
854,79,4,"Fugitive, The (1993)"
450,725,3,Exit to Eden (1994)
910,310,3,"Rainmaker, The (1997)"
24,324,5,Lost Highway (1997)
399,154,3,Monty Python's Life of Brian (1979)
169,603,5,Rear Window (1954)
912,197,5,"Graduate, The (1967)"
592,12,5,"Usual Suspects, The (1995)"
833,614,2,Giant (1956)
90,258,3,Contact (1997)
279,687,4,McHale's Navy (1997)
417,1044,3,"Paper, The (1994)"
653,428,1,Harold and Maude (1971)
919,271,4,Starship Troopers (1997)
70,15,3,Mr. Holland's Opus (1995)
503,86,5,"Remains of the Day, The (1993)"
666,196,3,Dead Poets Society (1989)
457,597,3,Eraser (1996)
173,268,4,Chasing Amy (1997)
569,236,4,Citizen Ruth (1996)
10,529,3,My Life as a Dog (Mitt liv som hund) (1985)
885,189,5,"Grand Day Out, A (1992)"
665,343,3,Alien: Resurrection (1997)
727,158,2,Weekend at Bernie's (1989)
579,523,3,Cool Hand Luke (1967)
528,210,5,Indiana Jones and the Last Crusade (1989)
90,134,5,Citizen Kane (1941)
296,1160,4,Love! Valour! Compassion! (1997)
435,11,5,Seven (Se7en) (1995)
451,989,1,Cats Don't Dance (1997)
179,331,2,"Edge, The (1997)"
807,1034,5,"Quest, The (1996)"
54,741,5,"Last Supper, The (1995)"
91,614,4,Giant (1956)
908,96,4,Terminator 2: Judgment Day (1991)
271,517,3,Manhattan (1979)
537,20,3,Angels and Insects (1995)
286,123,5,"Frighteners, The (1996)"
405,524,1,"Great Dictator, The (1940)"
393,732,4,Dave (1993)
451,687,2,McHale's Navy (1997)
284,315,5,Apt Pupil (1998)
501,121,4,Independence Day (ID4) (1996)
92,577,3,Coneheads (1993)
385,1499,5,Grosse Fatigue (1994)
923,475,5,Trainspotting (1996)
933,87,4,Searching for Bobby Fischer (1993)
13,210,3,Indiana Jones and the Last Crusade (1989)
633,410,2,Kingpin (1996)
179,347,3,Wag the Dog (1997)
378,716,3,Home for the Holidays (1995)
1,229,4,Star Trek III: The Search for Spock (1984)
413,181,5,Return of the Jedi (1983)
597,300,5,Air Force One (1997)
859,111,4,"Truth About Cats & Dogs, The (1996)"
907,762,5,Beautiful Girls (1996)
197,288,3,Scream (1996)
326,141,3,"20,000 Leagues Under the Sea (1954)"
343,179,5,"Clockwork Orange, A (1971)"
881,185,5,Psycho (1960)
334,319,3,Everyone Says I Love You (1996)
751,709,4,Strictly Ballroom (1992)
115,642,5,"Grifters, The (1990)"
708,676,3,"Crucible, The (1996)"
64,232,2,Young Guns (1988)
550,181,5,Return of the Jedi (1983)
666,792,4,Bullets Over Broadway (1994)
601,143,3,"Sound of Music, The (1965)"
346,7,2,Twelve Monkeys (1995)
486,292,4,Rosewood (1997)
648,728,2,Junior (1994)
776,706,3,Bad Moon (1996)
639,66,3,While You Were Sleeping (1995)
916,541,2,Mortal Kombat (1995)
650,585,1,Son in Law (1993)
251,1098,3,Flirting With Disaster (1996)
537,966,2,"Affair to Remember, An (1957)"
250,988,4,"Beautician and the Beast, The (1997)"
499,157,3,Platoon (1986)
313,230,3,Star Trek IV: The Voyage Home (1986)
11,356,4,"Client, The (1994)"
764,13,2,Mighty Aphrodite (1995)
311,748,4,"Saint, The (1997)"
56,114,4,Wallace & Gromit: The Best of Aardman Animation (1996)
741,79,4,"Fugitive, The (1993)"
654,173,5,"Princess Bride, The (1987)"
235,684,4,In the Line of Fire (1993)
896,2,3,GoldenEye (1995)
339,29,3,Batman Forever (1995)
311,234,4,Jaws (1975)
868,739,2,Pretty Woman (1990)
250,69,5,Forrest Gump (1994)
542,386,3,Addams Family Values (1993)
518,866,5,Michael (1996)
198,208,3,Young Frankenstein (1974)
643,597,2,Eraser (1996)
118,174,5,Raiders of the Lost Ark (1981)
104,895,2,Scream 2 (1997)
26,304,4,Fly Away Home (1996)
717,289,4,Evita (1996)
136,257,3,Men in Black (1997)
932,174,4,Raiders of the Lost Ark (1981)
139,1233,5,Nénette et Boni (1996)
354,1119,4,Some Kind of Wonderful (1987)
716,300,5,Air Force One (1997)
271,582,3,"Piano, The (1993)"
312,863,5,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)"
804,238,4,Raising Arizona (1987)
185,116,4,Cold Comfort Farm (1995)
506,516,4,Local Hero (1983)
712,1221,4,When a Man Loves a Woman (1994)
847,200,3,"Shining, The (1980)"
804,252,4,"Lost World: Jurassic Park, The (1997)"
591,45,5,Eat Drink Man Woman (1994)
297,56,5,Pulp Fiction (1994)
177,245,3,"Devil's Own, The (1997)"
207,286,2,"English Patient, The (1996)"
305,143,3,"Sound of Music, The (1965)"
201,375,3,Showgirls (1995)
545,563,3,Stephen King's The Langoliers (1995)
399,1279,3,Wild America (1997)
575,173,5,"Princess Bride, The (1987)"
310,251,5,Shall We Dance? (1996)
109,100,4,Fargo (1996)
416,874,1,Career Girls (1997)
805,436,3,"American Werewolf in London, An (1981)"
483,230,5,Star Trek IV: The Voyage Home (1986)
13,878,1,That Darn Cat! (1997)
239,46,4,Exotica (1994)
305,100,3,Fargo (1996)
939,818,3,Girl 6 (1996)
498,1426,3,Grace of My Heart (1996)
312,528,5,"Killing Fields, The (1984)"
655,76,3,Carlito's Way (1993)
823,228,3,Star Trek: The Wrath of Khan (1982)
161,315,5,Apt Pupil (1998)
660,120,1,Striptease (1996)
84,289,5,Evita (1996)
325,647,5,Ran (1985)
747,1159,2,Stalker (1979)
782,1105,3,Firestorm (1998)
275,423,4,E.T. the Extra-Terrestrial (1982)
48,433,3,Heathers (1989)
268,1090,2,Sliver (1993)
358,584,4,"Secret Garden, The (1993)"
459,993,3,Hercules (1997)
686,174,4,Raiders of the Lost Ark (1981)
780,22,4,Braveheart (1995)
833,58,2,Quiz Show (1994)
660,239,2,Sneakers (1992)
85,657,4,"Manchurian Candidate, The (1962)"
587,879,1,"Peacemaker, The (1997)"
429,737,4,Sirens (1994)
276,658,4,Pump Up the Volume (1990)
482,243,2,Jungle2Jungle (1997)
727,431,4,Highlander (1986)
798,826,5,"Phantom, The (1996)"
136,276,5,Leaving Las Vegas (1995)
417,393,4,Mrs. Doubtfire (1993)
774,187,3,"Godfather: Part II, The (1974)"
378,479,4,Vertigo (1958)
749,4,4,Get Shorty (1995)
741,692,1,"American President, The (1995)"
539,275,4,Sense and Sensibility (1995)
287,291,5,Absolute Power (1997)
721,181,5,Return of the Jedi (1983)
312,206,5,Akira (1988)
927,1,5,Toy Story (1995)
817,924,3,White Squall (1996)
805,58,4,Quiz Show (1994)
242,361,5,Incognito (1997)
410,269,5,"Full Monty, The (1997)"
220,325,1,Crash (1996)
689,763,4,Happy Gilmore (1996)
389,778,4,Don Juan DeMarco (1995)
293,127,5,"Godfather, The (1972)"
490,289,1,Evita (1996)
561,243,1,Jungle2Jungle (1997)
244,673,3,Cape Fear (1962)
280,68,3,"Crow, The (1994)"
381,961,3,Orlando (1993)
525,151,5,Willy Wonka and the Chocolate Factory (1971)
773,1170,3,Spanking the Monkey (1994)
622,233,4,Under Siege (1992)
307,631,3,"Crying Game, The (1992)"
745,64,5,"Shawshank Redemption, The (1994)"
934,411,3,"Nutty Professor, The (1996)"
48,191,5,Amadeus (1984)
627,1044,2,"Paper, The (1994)"
867,196,3,Dead Poets Society (1989)
804,22,5,Braveheart (1995)
653,1206,3,Amos & Andrew (1993)
715,455,3,Jackie Chan's First Strike (1996)
880,191,5,Amadeus (1984)
795,72,3,"Mask, The (1994)"
484,73,4,Maverick (1994)
90,223,4,Sling Blade (1996)
548,255,4,My Best Friend's Wedding (1997)
886,191,5,Amadeus (1984)
332,229,5,Star Trek III: The Search for Spock (1984)
64,173,5,"Princess Bride, The (1987)"
201,285,4,Secrets & Lies (1996)
11,428,4,Harold and Maude (1971)
718,546,4,Broken Arrow (1996)
345,582,5,"Piano, The (1993)"
642,871,3,Vegas Vacation (1997)
650,502,3,Bananas (1971)
843,97,3,Dances with Wolves (1990)
880,272,5,Good Will Hunting (1997)
21,573,2,Body Snatchers (1993)
345,651,4,Glory (1989)
312,1299,4,Penny Serenade (1941)
429,1220,3,Higher Learning (1995)
666,204,3,Back to the Future (1985)
425,219,2,"Nightmare on Elm Street, A (1984)"
456,806,3,Menace II Society (1993)
374,120,3,Striptease (1996)
561,497,4,Bringing Up Baby (1938)
648,458,2,Nixon (1995)
234,662,3,Somewhere in Time (1980)
194,168,5,Monty Python and the Holy Grail (1974)
178,866,4,Michael (1996)
533,190,2,Henry V (1989)
184,153,3,"Fish Called Wanda, A (1988)"
612,275,5,Sense and Sensibility (1995)
306,25,3,"Birdcage, The (1996)"
42,222,4,Star Trek: First Contact (1996)
23,28,3,Apollo 13 (1995)
875,23,5,Taxi Driver (1976)
385,197,4,"Graduate, The (1967)"
246,211,4,M*A*S*H (1970)
327,403,3,Batman (1989)
524,56,4,Pulp Fiction (1994)
267,2,3,GoldenEye (1995)
716,1016,3,Con Air (1997)
296,315,5,Apt Pupil (1998)
65,66,3,While You Were Sleeping (1995)
514,269,4,"Full Monty, The (1997)"
225,172,5,"Empire Strikes Back, The (1980)"
234,404,4,Pinocchio (1940)
504,969,4,Winnie the Pooh and the Blustery Day (1968)
593,357,5,One Flew Over the Cuckoo's Nest (1975)
773,1021,5,8 1/2 (1963)
527,588,4,Beauty and the Beast (1991)
405,64,5,"Shawshank Redemption, The (1994)"
184,739,3,Pretty Woman (1990)
618,762,3,Beautiful Girls (1996)
109,168,3,Monty Python and the Holy Grail (1974)
931,313,4,Titanic (1997)
565,30,5,Belle de jour (1967)
840,221,4,Breaking the Waves (1996)
486,458,3,Nixon (1995)
264,283,5,Emma (1996)
529,875,4,She's So Lovely (1997)
586,68,4,"Crow, The (1994)"
196,1022,4,"Fast, Cheap & Out of Control (1997)"
747,94,4,Home Alone (1990)
328,344,4,"Apostle, The (1997)"
308,699,4,Little Women (1994)
405,593,1,Stalingrad (1993)
194,864,2,My Fellow Americans (1996)
11,737,4,Sirens (1994)
393,1014,3,Romy and Michele's High School Reunion (1997)
6,59,5,Three Colors: Red (1994)
798,394,4,Radioland Murders (1994)
235,419,5,Mary Poppins (1964)
27,1017,4,Trees Lounge (1996)
387,100,5,Fargo (1996)
286,883,5,Telling Lies in America (1997)
458,1048,4,She's the One (1996)
314,1057,2,"Pallbearer, The (1996)"
81,79,5,"Fugitive, The (1993)"
292,190,5,Henry V (1989)
626,313,5,Titanic (1997)
627,651,4,Glory (1989)
374,845,2,That Thing You Do! (1996)
682,651,4,Glory (1989)
293,302,4,L.A. Confidential (1997)
41,69,4,Forrest Gump (1994)
437,387,2,"Age of Innocence, The (1993)"
811,315,4,Apt Pupil (1998)
109,5,3,Copycat (1995)
61,328,5,Conspiracy Theory (1997)
537,478,4,"Philadelphia Story, The (1940)"
242,237,4,Jerry Maguire (1996)
870,131,4,Breakfast at Tiffany's (1961)
197,748,3,"Saint, The (1997)"
875,28,4,Apollo 13 (1995)
491,319,1,Everyone Says I Love You (1996)
3,344,4,"Apostle, The (1997)"
8,510,4,"Magnificent Seven, The (1954)"
486,297,4,Ulee's Gold (1997)
216,201,3,Evil Dead II (1987)
682,699,3,Little Women (1994)
301,831,4,Escape from L.A. (1996)
896,1119,3,Some Kind of Wonderful (1987)
71,286,4,"English Patient, The (1996)"
311,720,3,First Knight (1995)
106,313,4,Titanic (1997)
805,522,5,Down by Law (1986)
699,244,3,Smilla's Sense of Snow (1997)
327,344,4,"Apostle, The (1997)"
380,729,3,Nell (1994)
796,226,3,Die Hard 2 (1990)
454,654,2,Chinatown (1974)
236,370,3,Mary Reilly (1996)
263,294,2,Liar Liar (1997)
497,55,3,"Professional, The (1994)"
510,358,1,Spawn (1997)
522,492,4,East of Eden (1955)
15,249,1,Austin Powers: International Man of Mystery (1997)
773,171,5,Delicatessen (1991)
374,66,3,While You Were Sleeping (1995)
29,98,4,"Silence of the Lambs, The (1991)"
273,690,4,Seven Years in Tibet (1997)
682,1478,3,Dead Presidents (1995)
886,186,4,"Blues Brothers, The (1980)"
592,457,1,Free Willy 3: The Rescue (1997)
932,515,4,"Boot, Das (1981)"
872,748,3,"Saint, The (1997)"
894,1010,4,Basquiat (1996)
825,1087,3,Bloodsport 2 (1995)
800,405,4,Mission: Impossible (1996)
770,475,5,Trainspotting (1996)
653,182,3,GoodFellas (1990)
694,506,4,Rebel Without a Cause (1955)
114,157,2,Platoon (1986)
577,194,4,"Sting, The (1973)"
101,411,2,"Nutty Professor, The (1996)"
399,616,1,Night of the Living Dead (1968)
130,1207,1,Jade (1995)
297,218,3,Cape Fear (1991)
634,760,3,Screamers (1995)
165,169,5,"Wrong Trousers, The (1993)"
144,96,5,Terminator 2: Judgment Day (1991)
750,879,4,"Peacemaker, The (1997)"
13,328,3,Conspiracy Theory (1997)
198,385,3,True Lies (1994)
144,223,4,Sling Blade (1996)
301,407,2,Spy Hard (1996)
508,215,3,Field of Dreams (1989)
181,920,1,Two Bits (1995)
642,65,4,What's Eating Gilbert Grape (1993)
395,365,5,Powder (1995)
128,506,4,Rebel Without a Cause (1955)
643,7,4,Twelve Monkeys (1995)
498,631,3,"Crying Game, The (1992)"
279,229,4,Star Trek III: The Search for Spock (1984)
457,69,5,Forrest Gump (1994)
831,204,5,Back to the Future (1985)
497,407,2,Spy Hard (1996)
561,1101,3,Six Degrees of Separation (1993)
405,1073,1,Shallow Grave (1994)
360,735,5,Philadelphia (1993)
553,483,5,Casablanca (1942)
826,849,4,Days of Thunder (1990)
357,932,4,First Kid (1996)
846,209,4,This Is Spinal Tap (1984)
393,483,4,Casablanca (1942)
727,123,3,"Frighteners, The (1996)"
453,591,3,Primal Fear (1996)
547,321,4,Mother (1996)
535,87,5,Searching for Bobby Fischer (1993)
447,300,4,Air Force One (1997)
514,432,4,Fantasia (1940)
94,674,3,Cat People (1982)
23,739,2,Pretty Woman (1990)
796,273,2,Heat (1995)
653,1035,2,Cool Runnings (1993)
372,595,4,"Fan, The (1996)"
385,507,3,"Streetcar Named Desire, A (1951)"
382,1017,4,Trees Lounge (1996)
883,712,3,Tin Men (1987)
201,326,2,G.I. Jane (1997)
746,222,3,Star Trek: First Contact (1996)
400,288,4,Scream (1996)
829,151,4,Willy Wonka and the Chocolate Factory (1971)
463,864,3,My Fellow Americans (1996)
840,11,3,Seven (Se7en) (1995)
679,286,5,"English Patient, The (1996)"
13,477,4,Matilda (1996)
537,956,4,Nobody's Fool (1994)
6,69,3,Forrest Gump (1994)
433,300,3,Air Force One (1997)
563,70,4,Four Weddings and a Funeral (1994)
506,194,5,"Sting, The (1973)"
495,496,5,It's a Wonderful Life (1946)
257,1260,2,Total Eclipse (1995)
308,523,4,Cool Hand Luke (1967)
303,867,3,"Whole Wide World, The (1996)"
195,797,3,Timecop (1994)
273,316,4,As Good As It Gets (1997)
195,235,3,Mars Attacks! (1996)
601,222,4,Star Trek: First Contact (1996)
933,523,4,Cool Hand Luke (1967)
936,272,4,Good Will Hunting (1997)
488,292,3,Rosewood (1997)
468,1012,4,Private Parts (1997)
892,663,5,Being There (1979)
495,234,5,Jaws (1975)
255,984,1,Shadow Conspiracy (1997)
661,506,3,Rebel Without a Cause (1955)
10,496,5,It's a Wonderful Life (1946)
269,200,4,"Shining, The (1980)"
50,100,2,Fargo (1996)
880,1014,4,Romy and Michele's High School Reunion (1997)
186,332,4,Kiss the Girls (1997)
60,163,4,"Return of the Pink Panther, The (1974)"
782,312,4,Midnight in the Garden of Good and Evil (1997)
524,511,5,Lawrence of Arabia (1962)
339,5,3,Copycat (1995)
543,185,4,Psycho (1960)
894,350,3,Fallen (1998)
881,739,4,Pretty Woman (1990)
347,392,2,"Man Without a Face, The (1993)"
903,98,5,"Silence of the Lambs, The (1991)"
339,527,4,Gandhi (1982)
5,408,5,"Close Shave, A (1995)"
464,181,3,Return of the Jedi (1983)
102,432,3,Fantasia (1940)
313,419,3,Mary Poppins (1964)
57,471,4,Courage Under Fire (1996)
61,300,5,Air Force One (1997)
534,477,3,Matilda (1996)
782,1652,1,Temptress Moon (Feng Yue) (1996)
131,276,5,Leaving Las Vegas (1995)
256,846,4,To Gillian on Her 37th Birthday (1996)
592,342,2,"Man Who Knew Too Little, The (1997)"
712,738,4,Threesome (1994)
555,169,5,"Wrong Trousers, The (1993)"
450,765,3,Boomerang (1992)
622,408,5,"Close Shave, A (1995)"
311,97,4,Dances with Wolves (1990)
22,1003,1,That Darn Cat! (1997)
758,320,5,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
474,436,3,"American Werewolf in London, An (1981)"
550,304,3,Fly Away Home (1996)
660,926,2,Down Periscope (1996)
661,195,5,"Terminator, The (1984)"
671,176,2,Aliens (1986)
405,189,1,"Grand Day Out, A (1992)"
94,282,3,"Time to Kill, A (1996)"
727,294,4,Liar Liar (1997)
313,823,3,Mulholland Falls (1996)
630,756,4,Father of the Bride Part II (1995)
749,735,5,Philadelphia (1993)
474,939,4,Murder in the First (1995)
537,281,1,"River Wild, The (1994)"
437,286,2,"English Patient, The (1996)"
184,218,3,Cape Fear (1991)
214,135,3,2001: A Space Odyssey (1968)
201,670,4,Body Snatchers (1993)
773,6,3,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
201,207,3,Cyrano de Bergerac (1990)
617,269,1,"Full Monty, The (1997)"
295,403,4,Batman (1989)
833,522,2,Down by Law (1986)
5,403,3,Batman (1989)
553,182,3,GoodFellas (1990)
715,157,4,Platoon (1986)
643,928,4,"Craft, The (1996)"
543,303,4,Ulee's Gold (1997)
679,241,3,"Last of the Mohicans, The (1992)"
919,878,2,That Darn Cat! (1997)
541,769,1,Congo (1995)
329,199,4,"Bridge on the River Kwai, The (1957)"
194,124,4,Lone Star (1996)
435,1069,4,Amateur (1994)
637,676,3,"Crucible, The (1996)"
54,121,4,Independence Day (ID4) (1996)
326,228,4,Star Trek: The Wrath of Khan (1982)
71,14,5,"Postino, Il (1994)"
455,95,4,Aladdin (1992)
429,250,2,"Fifth Element, The (1997)"
66,825,3,"Arrival, The (1996)"
30,135,5,2001: A Space Odyssey (1968)
805,98,5,"Silence of the Lambs, The (1991)"
496,921,5,Farewell My Concubine (1993)
55,685,1,Executive Decision (1996)
587,339,3,Mad City (1997)
905,751,3,Tomorrow Never Dies (1997)
567,205,3,Patton (1970)
303,506,4,Rebel Without a Cause (1955)
548,636,4,Escape from New York (1981)
303,484,5,"Maltese Falcon, The (1941)"
303,762,4,Beautiful Girls (1996)
709,181,4,Return of the Jedi (1983)
33,292,4,Rosewood (1997)
567,429,4,"Day the Earth Stood Still, The (1951)"
450,133,5,Gone with the Wind (1939)
747,47,5,Ed Wood (1994)
244,53,3,Natural Born Killers (1994)
938,248,1,Grosse Pointe Blank (1997)
49,1003,2,That Darn Cat! (1997)
181,150,1,Swingers (1996)
7,561,4,Mary Shelley's Frankenstein (1994)
550,1,3,Toy Story (1995)
663,330,4,187 (1997)
642,403,4,Batman (1989)
65,676,5,"Crucible, The (1996)"
344,926,2,Down Periscope (1996)
445,844,2,Freeway (1996)
219,568,1,Speed (1994)
542,206,2,Akira (1988)
851,238,5,Raising Arizona (1987)
700,651,4,Glory (1989)
175,12,4,"Usual Suspects, The (1995)"
